Phrase,Sujet,Verbe,Objet,Dep_sujet,Dep_verbe,Dep_objet,ID_sujet,ID_verbe,ID_objet,IDs_sujet,IDs_objet,Lemme_verbe,Head_verbe,Annotation_verbe_col8,Annotation_verbe_col9,Num_phrase,Num_paragr,Sentence_index,personnages_sujet,personnages_objet,personnages_triptyque,lieux_sujet,lieux_objet,lieux_triptyque,types_lieux_triptyque,a_personnage_triptyque,a_lieu_triptyque,a_personnage_et_lieu_triptyque,chapter
–   Très pressé  ! répondit Passepartout.,Passepartout,répondit,,nsubj,parataxis,,8.0,7,,[8],[],répondre,2,_,_,1753,833,1753,['0'],[],['0'],[],[],[],[],True,False,False,17
–   Vous pensez que Mr. Fogg a hâte de prendre le paquebot de Yokohama  ?,Vous,pensez,,nsubj,root,,3.0,4,,[3],[],penser,0,_,_,1754,834,1754,['16'],[],['16'],[],[],[],[],True,False,False,17
–   Vous pensez que Mr. Fogg a hâte de prendre le paquebot de Yokohama  ?,Mr. Fogg,a,hâte,nsubj,ccomp,obj,6.0,8,9.0,"[6, 7]",[9],avoir,4,_,_,1754,834,1754,['1'],[],['1'],[],[],[],[],True,False,False,17
–   Vous pensez que Mr. Fogg a hâte de prendre le paquebot de Yokohama  ?,Mr. Fogg,prendre,le paquebot de Yokohama,nsubj,xcomp,obj,6.0,11,13.0,"[6, 7]","[12, 13, 14, 15]",prendre,8,_,_,1754,834,1754,['1'],[],['1'],[],[],[],[],True,False,False,17
–   Vous croyez donc maintenant à ce singulier voyage autour du monde  ?,Vous,croyez,à ce singulier voyage autour du monde,nsubj,root,obl:arg,3.0,4,10.0,[3],"[7, 8, 9, 10, 11, 12, 13]",croire,0,_,_,1756,836,1756,['16'],[],['16'],[],[],[],[],True,False,False,17
–   Moi  ? je n’ y crois pas  !,je,crois,y,nsubj,xcomp,iobj,6.0,9,8.0,[6],[8],croire,4,_,_,1759,838,1759,['10'],[],['10'],[],[],[],[],True,False,False,17
–   Farceur  !  » répondit Passepartout en clignant de l’ œil.,,répondit,Passepartout,,root,obj,,8,9.0,[],[9],répondre,0,_,_,1760,839,1760,[],['0'],['0'],[],[],[],[],True,False,False,17
–   Farceur  !  » répondit Passepartout en clignant de l’ œil.,,clignant,de l’œil,,advcl,obl:arg,,11,14.0,[],"[12, 13, 14]",cligner,8,_,_,1760,839,1760,[],[],[],[],[],[],[],False,False,False,17
Ce mot laissa l’ agent rêveur.,Ce mot,laissa,l’agent,nsubj,root,obj,2.0,3,5.0,"[1, 2]","[4, 5]",laisser,0,_,_,1761,840,1761,[],['16'],['16'],[],[],[],[],True,False,False,17
"Ce qualificatif l’ inquiéta, sans qu’ il sût trop pourquoi.",Ce qualificatif,inquiéta,l’,nsubj,root,obj,2.0,4,3.0,"[1, 2]",[3],inquiéter,0,_,_,1762,840,1762,[],['16'],['16'],[],[],[],[],True,False,False,17
"Ce qualificatif l’ inquiéta, sans qu’ il sût trop pourquoi.",il,sût,pourquoi,nsubj,advcl,obl:mod,8.0,9,11.0,[8],[11],savoir,4,_,_,1762,840,1762,['16'],[],['16'],[],[],[],[],True,False,False,17
Le Français l’ avait -il deviné  ?,Le Français,deviné,l’,nsubj,root,obj,2.0,6,3.0,"[1, 2]",[3],deviner,0,_,_,1763,840,1763,['0'],[],['0'],[],[],[],[],True,False,False,17
Il ne savait trop que penser.,Il,savait,,nsubj,root,,1.0,3,,[1],[],savoir,0,_,_,1764,840,1764,['0'],[],['0'],[],[],[],[],True,False,False,17
Il ne savait trop que penser.,Il,penser,,nsubj,xcomp,,1.0,6,,[1],[],penser,3,_,_,1764,840,1764,['0'],[],['0'],[],[],[],[],True,False,False,17
"Mais sa qualité de détective, dont seul il avait le secret, comment Passepartout aurait -il pu la reconnaître  ?",il,avait,le secret,nsubj,acl:relcl,obj,9.0,10,12.0,[9],"[11, 12]",avoir,3,_,_,1765,840,1765,['0'],[],['0'],[],[],[],[],True,False,False,17
"Mais sa qualité de détective, dont seul il avait le secret, comment Passepartout aurait -il pu la reconnaître  ?",sa qualité de détective,pu,,nsubj,root,,3.0,18,,"[2, 3, 4, 5]",[],pouvoir,0,_,_,1765,840,1765,['0'],[],['0'],[],[],[],[],True,False,False,17
"Mais sa qualité de détective, dont seul il avait le secret, comment Passepartout aurait -il pu la reconnaître  ?",sa qualité de détective,reconnaître,la,nsubj,xcomp,obj,3.0,20,19.0,"[2, 3, 4, 5]",[19],reconnaître,18,Dynamicité spatiale sans dpt,VERB,1765,840,1765,['0'],[],['0'],[],[],[],[],True,False,False,17
"Et cependant, en lui parlant ainsi, Passepartout avait certainement eu une arrière-pensée.",Passepartout,parlant,lui,nsubj,advcl,iobj,9.0,6,5.0,[9],[5],parler,12,_,_,1766,840,1766,['0'],['0'],['0'],[],[],[],[],True,False,False,17
"Et cependant, en lui parlant ainsi, Passepartout avait certainement eu une arrière-pensée.",Passepartout,eu,une arrière-pensée,nsubj,root,obj,9.0,12,14.0,[9],"[13, 14]",avoir,0,_,_,1766,840,1766,['0'],[],['0'],[],[],[],[],True,False,False,17
"Il arriva même que le brave garçon alla plus loin, un autre jour, mais c’ était plus fort que lui.",,arriva,,,root,,,2,,[],[],arriver,0,_,_,1767,841,1767,[],[],[],[],[],[],[],False,False,False,17
"Il arriva même que le brave garçon alla plus loin, un autre jour, mais c’ était plus fort que lui.",le brave garçon,alla,plus loin,nsubj,ccomp,obl:mod,7.0,8,10.0,"[5, 6, 7]","[9, 10]",aller,2,_,_,1767,841,1767,['0'],[],['0'],[],[],[],[],True,False,False,17
"Il arriva même que le brave garçon alla plus loin, un autre jour, mais c’ était plus fort que lui.",le brave garçon,alla,un autre jour,nsubj,ccomp,obl:mod,7.0,8,14.0,"[5, 6, 7]","[12, 13, 14]",aller,2,_,_,1767,841,1767,['0'],[],['0'],[],[],[],[],True,False,False,17
Il ne pouvait tenir sa langue.,Il,pouvait,,nsubj,root,,1.0,3,,[1],[],pouvoir,0,_,_,1768,841,1768,['0'],[],['0'],[],[],[],[],True,False,False,17
Il ne pouvait tenir sa langue.,Il,tenir,sa langue,nsubj,xcomp,obj,1.0,4,6.0,[1],"[5, 6]",tenir,3,_,_,1768,841,1768,['0'],['0'],['0'],[],[],[],[],True,False,False,17
"«  Voyons, monsieur Fix, demanda -t -il à son compagnon d’ un ton malicieux, est -ce que, une fois arrivés à Hong - Kong, nous aurons le malheur de vous y laisser  ?",,Voyons,,,vocative,,,3,,[],[],voir,8,_,_,1769,842,1769,[],[],[],[],[],[],[],False,False,False,17
"«  Voyons, monsieur Fix, demanda -t -il à son compagnon d’ un ton malicieux, est -ce que, une fois arrivés à Hong - Kong, nous aurons le malheur de vous y laisser  ?",-t,demanda,à son compagnon,nsubj,root,obl:arg,9.0,8,13.0,[9],"[11, 12, 13]",demander,0,_,_,1769,842,1769,[],"['0', '2']","['0', '2']",[],[],[],[],True,False,False,17
"«  Voyons, monsieur Fix, demanda -t -il à son compagnon d’ un ton malicieux, est -ce que, une fois arrivés à Hong - Kong, nous aurons le malheur de vous y laisser  ?",-t,demanda,d’un ton malicieux,nsubj,root,obl:mod,9.0,8,16.0,[9],"[14, 15, 16, 17]",demander,0,_,_,1769,842,1769,[],[],[],[],[],[],[],False,False,False,17
"«  Voyons, monsieur Fix, demanda -t -il à son compagnon d’ un ton malicieux, est -ce que, une fois arrivés à Hong - Kong, nous aurons le malheur de vous y laisser  ?",nous,arrivés,à,nsubj,advcl,obl:arg,31.0,25,26.0,[31],[26],arriver,32,_,_,1769,842,1769,['177'],[],['177'],[],[],[],[],True,False,False,17
"«  Voyons, monsieur Fix, demanda -t -il à son compagnon d’ un ton malicieux, est -ce que, une fois arrivés à Hong - Kong, nous aurons le malheur de vous y laisser  ?",nous,arrivés,Hong-Kong,nsubj,advcl,obl:arg,31.0,25,27.0,[31],[27],arriver,32,_,_,1769,842,1769,['177'],[],['177'],[],[],[],[],True,False,False,17
"«  Voyons, monsieur Fix, demanda -t -il à son compagnon d’ un ton malicieux, est -ce que, une fois arrivés à Hong - Kong, nous aurons le malheur de vous y laisser  ?",nous,arrivés,Hong-Kong,nsubj,advcl,obl:arg,31.0,25,28.0,[31],[28],arriver,32,_,_,1769,842,1769,['177'],[],['177'],[],[],[],[],True,False,False,17
"«  Voyons, monsieur Fix, demanda -t -il à son compagnon d’ un ton malicieux, est -ce que, une fois arrivés à Hong - Kong, nous aurons le malheur de vous y laisser  ?",nous,arrivés,Hong-Kong,nsubj,advcl,obl:arg,31.0,25,29.0,[31],[29],arriver,32,_,_,1769,842,1769,['177'],[],['177'],[],[],[],[],True,False,False,17
"«  Voyons, monsieur Fix, demanda -t -il à son compagnon d’ un ton malicieux, est -ce que, une fois arrivés à Hong - Kong, nous aurons le malheur de vous y laisser  ?",nous,aurons,le malheur,nsubj,ccomp,obj,31.0,32,34.0,[31],"[33, 34]",avoir,8,_,_,1769,842,1769,['177'],[],['177'],[],[],[],[],True,False,False,17
"«  Voyons, monsieur Fix, demanda -t -il à son compagnon d’ un ton malicieux, est -ce que, une fois arrivés à Hong - Kong, nous aurons le malheur de vous y laisser  ?",,laisser,vous,,acl,iobj,,38,36.0,[],[36],laisser,34,_,_,1769,842,1769,[],['10'],['10'],[],[],[],[],True,False,False,17
"«  Voyons, monsieur Fix, demanda -t -il à son compagnon d’ un ton malicieux, est -ce que, une fois arrivés à Hong - Kong, nous aurons le malheur de vous y laisser  ?",,laisser,y,,acl,iobj,,38,37.0,[],[37],laisser,34,_,_,1769,842,1769,[],[],[],[],[],[],[],False,False,False,17
"–   Mais, répondit Fix assez embarrassé, je ne sais  !",,répondit,Fix,,dep,obj,,5,6.0,[],[6],répondre,12,_,_,1770,843,1770,[],['2'],['2'],[],[],[],[],True,False,False,17
"–   Mais, répondit Fix assez embarrassé, je ne sais  !",je,sais,,nsubj,root,,10.0,12,,[10],[],savoir,0,_,_,1770,843,1770,['2'],[],['2'],[],[],[],[],True,False,False,17
… Peut - être que…,,être,,,fixed,,,4,,[],[],être,2,_,_,1771,843,1771,[],[],[],[],[],[],[],False,False,False,17
"–   Ah  ! dit Passepartout, si vous nous accompagniez, ce serait un bonheur pour moi  ! Voyons  ! un agent de la Compagnie péninsulaire ne saurait s’ arrêter en route  !",ce,dit,,nsubj,advcl,,14.0,6,,[14],[],dire,17,_,_,1772,844,1772,[],[],[],[],[],[],[],False,False,False,17
"–   Ah  ! dit Passepartout, si vous nous accompagniez, ce serait un bonheur pour moi  ! Voyons  ! un agent de la Compagnie péninsulaire ne saurait s’ arrêter en route  !",vous,accompagniez,nous,nsubj,advcl,obj,10.0,12,11.0,[10],[11],accompagner,17,_,_,1772,844,1772,['2'],['177'],"['2', '177']",[],[],[],[],True,False,False,17
"–   Ah  ! dit Passepartout, si vous nous accompagniez, ce serait un bonheur pour moi  ! Voyons  ! un agent de la Compagnie péninsulaire ne saurait s’ arrêter en route  !",,Voyons,,,obj,,,22,,[],[],voir,23,_,_,1772,844,1772,[],[],[],[],[],[],[],False,False,False,17
"–   Ah  ! dit Passepartout, si vous nous accompagniez, ce serait un bonheur pour moi  ! Voyons  ! un agent de la Compagnie péninsulaire ne saurait s’ arrêter en route  !",un agent de la Compagnie péninsulaire,saurait,,nsubj,root,,26.0,32,,"[25, 26, 27, 28, 29, 30]",[],savoir,0,_,_,1772,844,1772,[],[],[],[],[],[],[],False,False,False,17
"–   Ah  ! dit Passepartout, si vous nous accompagniez, ce serait un bonheur pour moi  ! Voyons  ! un agent de la Compagnie péninsulaire ne saurait s’ arrêter en route  !",un agent de la Compagnie péninsulaire,arrêter,s’,nsubj,xcomp,expl:comp,26.0,34,33.0,"[25, 26, 27, 28, 29, 30]",[33],arrêter,32,_,_,1772,844,1772,[],[],[],[],[],[],[],False,False,False,17
"–   Ah  ! dit Passepartout, si vous nous accompagniez, ce serait un bonheur pour moi  ! Voyons  ! un agent de la Compagnie péninsulaire ne saurait s’ arrêter en route  !",un agent de la Compagnie péninsulaire,arrêter,en route,nsubj,xcomp,obl:mod,26.0,34,36.0,"[25, 26, 27, 28, 29, 30]","[35, 36]",arrêter,32,_,_,1772,844,1772,[],[],[],[],[],[],[],False,False,False,17
"Vous n’ alliez qu’ à Bombay, et vous voici bientôt en Chine  !",Vous,alliez,qu’à Bombay,nsubj,root,obl:mod,1.0,3,6.0,[1],"[4, 5, 6]",allier,0,_,_,1773,844,1773,['2'],[],['2'],[],[],[],[],True,False,False,17
"Vous n’ alliez qu’ à Bombay, et vous voici bientôt en Chine  !",vous,voici,en Chine,nsubj,conj,obl:arg,9.0,10,13.0,[9],"[12, 13]",voici,3,_,_,1773,844,1773,['2'],[],['2'],[],[],[],[],True,False,False,17
"L’ Amérique n’ est pas loin, et de l’ Amérique à l’ Europe il n’ y a qu’ un pas  !  »",L’Amérique,est,pas loin,nsubj,root,obj,2.0,4,6.0,"[1, 2]","[5, 6]",être,0,_,_,1774,844,1774,[],[],[],[],[],[],[],False,False,False,17
"L’ Amérique n’ est pas loin, et de l’ Amérique à l’ Europe il n’ y a qu’ un pas  !  »",L’Amérique,a,de l’Amérique à l’Europe,nsubj,conj,obl:mod,2.0,18,11.0,"[1, 2]","[9, 10, 11, 12, 13, 14]",avoir,4,_,_,1774,844,1774,[],[],[],[],[],[],[],False,False,False,17
"L’ Amérique n’ est pas loin, et de l’ Amérique à l’ Europe il n’ y a qu’ un pas  !  »",L’Amérique,a,y,nsubj,conj,expl:comp,2.0,18,17.0,"[1, 2]",[17],avoir,4,_,_,1774,844,1774,[],[],[],[],[],[],[],False,False,False,17
"L’ Amérique n’ est pas loin, et de l’ Amérique à l’ Europe il n’ y a qu’ un pas  !  »",L’Amérique,a,qu’un pas,nsubj,conj,obj,2.0,18,21.0,"[1, 2]","[19, 20, 21]",avoir,4,_,_,1774,844,1774,[],[],[],[],[],[],[],False,False,False,17
"Fix regardait attentivement son interlocuteur, qui lui montrait la figure la plus aimable du monde, et il prit le parti de rire avec lui.",Fix,regardait,son interlocuteur,nsubj,root,obj,1.0,2,5.0,[1],"[4, 5]",regarder,0,_,_,1775,845,1775,['2'],['2'],['2'],[],[],[],[],True,False,False,17
"Fix regardait attentivement son interlocuteur, qui lui montrait la figure la plus aimable du monde, et il prit le parti de rire avec lui.",qui,montrait,lui,nsubj,acl:relcl,iobj,7.0,9,8.0,[7],[8],montrer,5,_,_,1775,845,1775,['2'],['2'],['2'],[],[],[],[],True,False,False,17
"Fix regardait attentivement son interlocuteur, qui lui montrait la figure la plus aimable du monde, et il prit le parti de rire avec lui.",qui,montrait,la figure la plus aimable du monde,nsubj,acl:relcl,obj,7.0,9,11.0,[7],"[10, 11, 12, 13, 14, 15, 16]",montrer,5,_,_,1775,845,1775,['2'],[],['2'],[],[],[],[],True,False,False,17
"Fix regardait attentivement son interlocuteur, qui lui montrait la figure la plus aimable du monde, et il prit le parti de rire avec lui.",il,prit,le parti,nsubj,conj,obj,19.0,20,22.0,[19],"[21, 22]",prendre,2,_,_,1775,845,1775,['2'],[],['2'],[],[],[],[],True,False,False,17
"Fix regardait attentivement son interlocuteur, qui lui montrait la figure la plus aimable du monde, et il prit le parti de rire avec lui.",il,rire,avec lui,nsubj,xcomp,obl:mod,19.0,24,26.0,[19],"[25, 26]",rire,20,_,_,1775,845,1775,['2'],['2'],['2'],[],[],[],[],True,False,False,17
"Mais celui-ci, qui était en veine, lui demanda si«   ça lui rapportait beaucoup, ce métier -là  ?  »",celui-ci qui était en veine,demanda,lui,nsubj,root,iobj,2.0,10,9.0,"[2, 4, 5, 6, 7]",[9],demander,0,_,_,1776,845,1776,['2'],['2'],['2'],[],[],[],[],True,False,False,17
"Mais celui-ci, qui était en veine, lui demanda si«   ça lui rapportait beaucoup, ce métier -là  ?  »",ça,rapportait,lui,nsubj,ccomp,iobj,14.0,16,15.0,[14],[15],rapporter,10,_,_,1776,845,1776,[],['2'],['2'],[],[],[],[],True,False,False,17
"Mais celui-ci, qui était en veine, lui demanda si«   ça lui rapportait beaucoup, ce métier -là  ?  »",ça,rapportait,beaucoup,nsubj,ccomp,obj,14.0,16,17.0,[14],[17],rapporter,10,_,_,1776,845,1776,[],[],[],[],[],[],[],False,False,False,17
"Mais celui-ci, qui était en veine, lui demanda si«   ça lui rapportait beaucoup, ce métier -là  ?  »",ça,rapportait,ce métier -là,nsubj,ccomp,obj,14.0,16,20.0,[14],"[19, 20, 21]",rapporter,10,_,_,1776,845,1776,[],[],[],[],[],[],[],False,False,False,17
"«  Oui et non, répondit Fix sans sourciller.",,répondit,Fix,,root,obj,,7,8.0,[],[8],répondre,0,_,_,1777,846,1777,[],['2'],['2'],[],[],[],[],True,False,False,17
"«  Oui et non, répondit Fix sans sourciller.",,sourciller,,,advcl,,,10,,[],[],sourciller,7,_,_,1777,846,1777,[],[],[],[],[],[],[],False,False,False,17
Il y a de bonnes et de mauvaises affaires.,,a,y,,root,expl:comp,,3,2.0,[],[2],avoir,0,_,_,1778,846,1778,[],[],[],[],[],[],[],False,False,False,17
Il y a de bonnes et de mauvaises affaires.,,a,de bonnes et de mauvaises affaires,,root,obj,,3,5.0,[],"[4, 5, 6, 7, 8, 9]",avoir,0,_,_,1778,846,1778,[],[],[],[],[],[],[],False,False,False,17
Mais vous comprenez bien que je ne voyage pas à mes frais  !,vous,comprenez,,nsubj,root,,2.0,3,,[2],[],comprendre,0,_,_,1779,846,1779,['2'],[],['2'],[],[],[],[],True,False,False,17
Mais vous comprenez bien que je ne voyage pas à mes frais  !,je,voyage,à mes frais,nsubj,ccomp,obl:mod,6.0,8,12.0,[6],"[10, 11, 12]",voyager,3,_,_,1779,846,1779,['2'],['2'],['2'],[],[],[],[],True,False,False,17
"–   Oh  ! pour cela, j’ en suis sûr  !  » s’ écria Passepartout, riant de plus belle.",,écria,s’,,advcl,expl:comp,,18,17.0,[],[17],écrier,0,_,_,1780,847,1780,[],[],[],[],[],[],[],False,False,False,17
"–   Oh  ! pour cela, j’ en suis sûr  !  » s’ écria Passepartout, riant de plus belle.",,écria,Passepartout,,advcl,obj,,18,19.0,[],[19],écrier,0,_,_,1780,847,1780,[],['0'],['0'],[],[],[],[],True,False,False,17
"–   Oh  ! pour cela, j’ en suis sûr  !  » s’ écria Passepartout, riant de plus belle.",,riant,,,advcl,,,21,,[],[],rire,18,_,_,1780,847,1780,[],[],[],[],[],[],[],False,False,False,17
"La conversation finie, Fix rentra dans sa cabine et se mit à réfléchir.",La conversation,finie,,nsubj,advcl,,2.0,3,,"[1, 2]",[],finir,0,_,_,1781,848,1781,[],[],[],[],[],[],[],False,False,False,17
"La conversation finie, Fix rentra dans sa cabine et se mit à réfléchir.",Fix,rentra,dans sa cabine,nsubj,root,obl:arg,5.0,6,9.0,[5],"[7, 8, 9]",rentrer,0,_,_,1781,848,1781,['2'],['2'],['2'],[],['sa cabine'],['sa cabine'],['FAC'],True,True,True,17
"La conversation finie, Fix rentra dans sa cabine et se mit à réfléchir.",Fix,mit,se,nsubj,conj,expl:comp,5.0,12,11.0,[5],[11],mettre,6,_,_,1781,848,1781,['2'],[],['2'],[],[],[],[],True,False,False,17
"La conversation finie, Fix rentra dans sa cabine et se mit à réfléchir.",,réfléchir,,,xcomp,,,14,,[],[],réfléchir,12,_,_,1781,848,1781,[],[],[],[],[],[],[],False,False,False,17
Il était évidemment deviné.,Il,deviné,,nsubj:pass,root,,1.0,4,,[1],[],deviner,0,_,_,1782,848,1782,['2'],[],['2'],[],[],[],[],True,False,False,17
"D’ une façon ou d’ une autre, le Français avait reconnu sa qualité de détective.",le Français,reconnu,D’une façon ou d’une autre,nsubj,root,obl:mod,10.0,12,3.0,"[9, 10]","[1, 2, 3, 4, 5, 6, 7]",reconnaître,0,_,_,1783,848,1783,['0'],[],['0'],[],[],[],[],True,False,False,17
"D’ une façon ou d’ une autre, le Français avait reconnu sa qualité de détective.",le Français,reconnu,sa qualité de détective,nsubj,root,obj,10.0,12,14.0,"[9, 10]","[13, 14, 15, 16]",reconnaître,0,_,_,1783,848,1783,['0'],['2'],"['0', '2']",[],[],[],[],True,False,False,17
