,cle_triptyque,chapter,Num_paragr,Num_phrase,Phrase,Sujet,Verbe,Objet,time_texte_auto,time_code_auto,time_texte,time_code,time_source,time_ud_governor,temps_ref,temps_auto,statut_temps
743,3 || 79 || 204 || on || fait || en trois mois,3,79,204,Ainsi parce qu' on en fait maintenant le tour en trois mois…,on,fait,en trois mois,il y a cent ans,1772-00-00-00,trois mois,,objet,fait,1772-00-00-00,,seulement_ref
744,3 || 80 || 205 || phileas fogg || dit || en quatre-vingts jours seulement,3,80,205,"- En quatre-vingts jours seulement, dit Phileas Fogg.",Phileas Fogg,dit,En quatre-vingts jours seulement,il y a cent ans,1772-00-00-00,en quatre-vingts jours seulement,1872-12-18-00-00,objet,dit,1772-00-00-00,1872-12-18-00,temps_different
745,3 || 81 || 206 || john sullivan || ajouta || quatre-vingts jours,3,81,206,"- En effet, messieurs, ajouta John Sullivan, quatre-vingts jours, depuis que la section entre Rothal et Allahabad a été ouverte sur le« Great - Indian peninsular railway», et voici le calcul établi par le Morning Chronicle:",John Sullivan,ajouta,quatre-vingts jours,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
746,3 || 81 || 206 || la section entre rothal et allahabad || ouverte || _,3,81,206,"- En effet, messieurs, ajouta John Sullivan, quatre-vingts jours, depuis que la section entre Rothal et Allahabad a été ouverte sur le« Great - Indian peninsular railway», et voici le calcul établi par le Morning Chronicle:",la section entre Rothal et Allahabad,ouverte,,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
747,3 || 81 || 206 || john sullivan || voici || le calcul:,3,81,206,"- En effet, messieurs, ajouta John Sullivan, quatre-vingts jours, depuis que la section entre Rothal et Allahabad a été ouverte sur le« Great - Indian peninsular railway», et voici le calcul établi par le Morning Chronicle:",John Sullivan,voici,le calcul:,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
748,3 || 81 || 206 || _ || établi || par le morning chronicle,3,81,206,"- En effet, messieurs, ajouta John Sullivan, quatre-vingts jours, depuis que la section entre Rothal et Allahabad a été ouverte sur le« Great - Indian peninsular railway», et voici le calcul établi par le Morning Chronicle:",,établi,par le Morning Chronicle,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
749,3 || 91 || 216 || _ || écria || _,3,91,216,"- Oui, quatre-vingts jours! s' écria, Andrew Stuart, qui par inattention, coupa une carte maîtresse, mais non compris le mauvais temps, les vents contraires, les naufrages, les déraillements, etc.",,écria,,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
750,3 || 91 || 216 || qui || coupa || par inattention,3,91,216,"- Oui, quatre-vingts jours! s' écria, Andrew Stuart, qui par inattention, coupa une carte maîtresse, mais non compris le mauvais temps, les vents contraires, les naufrages, les déraillements, etc.",qui,coupa,par inattention,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
751,3 || 91 || 216 || qui || coupa || une carte maîtresse mais non compris le mauvais temps les vents contraires les naufrages les déraillements etc.,3,91,216,"- Oui, quatre-vingts jours! s' écria, Andrew Stuart, qui par inattention, coupa une carte maîtresse, mais non compris le mauvais temps, les vents contraires, les naufrages, les déraillements, etc.",qui,coupa,une carte maîtresse mais non compris le mauvais temps les vents contraires les naufrages les déraillements etc.,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
752,3 || 92 || 217 || _ || compris || _,3,92,217,"- Tout compris, répondit Phileas Fogg en continuant de jouer, car, cette fois, la discussion ne respectait plus le whist.",,compris,,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
753,3 || 92 || 217 || phileas fogg || répondit || _,3,92,217,"- Tout compris, répondit Phileas Fogg en continuant de jouer, car, cette fois, la discussion ne respectait plus le whist.",Phileas Fogg,répondit,,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
754,3 || 92 || 217 || phileas fogg || continuant || _,3,92,217,"- Tout compris, répondit Phileas Fogg en continuant de jouer, car, cette fois, la discussion ne respectait plus le whist.",Phileas Fogg,continuant,,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
755,3 || 92 || 217 || _ || jouer || _,3,92,217,"- Tout compris, répondit Phileas Fogg en continuant de jouer, car, cette fois, la discussion ne respectait plus le whist.",,jouer,,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
756,3 || 92 || 217 || la discussion || respectait || cette fois,3,92,217,"- Tout compris, répondit Phileas Fogg en continuant de jouer, car, cette fois, la discussion ne respectait plus le whist.",la discussion,respectait,cette fois,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
757,3 || 92 || 217 || la discussion || respectait || le whist,3,92,217,"- Tout compris, répondit Phileas Fogg en continuant de jouer, car, cette fois, la discussion ne respectait plus le whist.",la discussion,respectait,le whist,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
758,3 || 93 || 218 || les indous ou les indiens || enlèvent || les rails,3,93,218,"- Même si les Indous ou les Indiens enlèvent les rails! s' écria Andrew Stuart, s' ils arrêtent les trains, pillent les fourgons, scalpent les voyageurs!",les Indous ou les Indiens,enlèvent,les rails,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
759,3 || 93 || 218 || _ || écria || s',3,93,218,"- Même si les Indous ou les Indiens enlèvent les rails! s' écria Andrew Stuart, s' ils arrêtent les trains, pillent les fourgons, scalpent les voyageurs!",,écria,s',il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
760,3 || 93 || 218 || _ || écria || andrew stuart,3,93,218,"- Même si les Indous ou les Indiens enlèvent les rails! s' écria Andrew Stuart, s' ils arrêtent les trains, pillent les fourgons, scalpent les voyageurs!",,écria,Andrew Stuart,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
761,3 || 93 || 218 || ils || arrêtent || les trains,3,93,218,"- Même si les Indous ou les Indiens enlèvent les rails! s' écria Andrew Stuart, s' ils arrêtent les trains, pillent les fourgons, scalpent les voyageurs!",ils,arrêtent,les trains,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
762,3 || 93 || 218 || ils || pillent || les fourgons,3,93,218,"- Même si les Indous ou les Indiens enlèvent les rails! s' écria Andrew Stuart, s' ils arrêtent les trains, pillent les fourgons, scalpent les voyageurs!",ils,pillent,les fourgons,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
763,3 || 93 || 218 || ils || scalpent || les voyageurs,3,93,218,"- Même si les Indous ou les Indiens enlèvent les rails! s' écria Andrew Stuart, s' ils arrêtent les trains, pillent les fourgons, scalpent les voyageurs!",ils,scalpent,les voyageurs,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
764,3 || 94 || 219 || _ || compris || _,3,94,219,"- Tout compris», répondit Phileas Fogg, qui, abattant son jeu, ajouta:« Deux atouts maîtres.",,compris,,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
765,3 || 94 || 219 || phileas fogg || répondit || _,3,94,219,"- Tout compris», répondit Phileas Fogg, qui, abattant son jeu, ajouta:« Deux atouts maîtres.",Phileas Fogg,répondit,,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
766,3 || 94 || 219 || qui || abattant || son jeu,3,94,219,"- Tout compris», répondit Phileas Fogg, qui, abattant son jeu, ajouta:« Deux atouts maîtres.",qui,abattant,son jeu,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
767,3 || 94 || 219 || qui || ajouta || _,3,94,219,"- Tout compris», répondit Phileas Fogg, qui, abattant son jeu, ajouta:« Deux atouts maîtres.",qui,ajouta,,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
768,3 || 95 || 221 || _ || faire || _,3,95,221,"Andrew Stuart, à qui c' était le tour de« faire», ramassa les cartes en disant:",,faire,,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
769,3 || 95 || 221 || andrew stuart à qui c'était le tour || ramassa || les cartes,3,95,221,"Andrew Stuart, à qui c' était le tour de« faire», ramassa les cartes en disant:",Andrew Stuart à qui c'était le tour,ramassa,les cartes,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
770,3 || 95 || 221 || andrew stuart à qui c'était le tour || disant || _,3,95,221,"Andrew Stuart, à qui c' était le tour de« faire», ramassa les cartes en disant:",Andrew Stuart à qui c'était le tour,disant,,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
771,3 || 96 || 222 || vous || avez || raison,3,96,222,"«Théoriquement, vous avez raison, monsieur Fogg, mais dans la pratique…",vous,avez,raison,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
772,3 || 98 || 224 || -je || voudrais || _,3,98,224,-Je voudrais bien vous y voir.,-Je,voudrais,,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
773,3 || 98 || 224 || -je || voir || vous,3,98,224,-Je voudrais bien vous y voir.,-Je,voir,vous,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
774,3 || 98 || 224 || -je || voir || y,3,98,224,-Je voudrais bien vous y voir.,-Je,voir,y,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
775,3 || 99 || 225 || _ || tient || qu'à vous,3,99,225,- Il ne tient qu' à vous.,,tient,qu'à vous,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
776,3 || 99 || 226 || _ || partons || _,3,99,226,Partons ensemble.,,Partons,,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
777,3 || 100 || 227 || le ciel || préserve || m',3,100,227,"- Le Ciel m' en préserve! s' écria Stuart, mais je parierais bien quatre mille livres( 100 000 F) qu' un tel voyage, fait dans ces conditions, est impossible.",Le Ciel,préserve,m',il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
778,3 || 100 || 227 || le ciel || préserve || en,3,100,227,"- Le Ciel m' en préserve! s' écria Stuart, mais je parierais bien quatre mille livres( 100 000 F) qu' un tel voyage, fait dans ces conditions, est impossible.",Le Ciel,préserve,en,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
779,3 || 100 || 227 || _ || écria || stuart,3,100,227,"- Le Ciel m' en préserve! s' écria Stuart, mais je parierais bien quatre mille livres( 100 000 F) qu' un tel voyage, fait dans ces conditions, est impossible.",,écria,Stuart,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
780,3 || 100 || 227 || je || parierais || quatre mille livres 100 000 f,3,100,227,"- Le Ciel m' en préserve! s' écria Stuart, mais je parierais bien quatre mille livres( 100 000 F) qu' un tel voyage, fait dans ces conditions, est impossible.",je,parierais,quatre mille livres 100 000 F,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
781,3 || 100 || 227 || _ || fait || dans ces conditions,3,100,227,"- Le Ciel m' en préserve! s' écria Stuart, mais je parierais bien quatre mille livres( 100 000 F) qu' un tel voyage, fait dans ces conditions, est impossible.",,fait,dans ces conditions,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
782,3 || 101 || 228 || mr. fogg || répondit || _,3,101,228,"- Très possible, au contraire, répondit Mr. Fogg.",Mr. Fogg,répondit,,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
783,3 || 102 || 229 || _ || faites || _,3,102,229,"- Eh bien, faites - le donc!",,faites,,il y a cent ans,1772-00-00-00,pendant cette journée du 29 septembre,1872-09-29-00-00,precedent_context,remarqué,1772-00-00-00,1872-09-29-00,temps_different
